id	ratio	positive	negetive	num
2011.11.09.	65.0	13	7	20
2011.11.10.	76.92	20	6	26
2011.11.11.	82.35	14	3	17
2011.11.12.	88.24	15	2	17
2011.11.13.	76.92	10	3	13
2011.11.14.	55.56	5	4	9
2011.11.15.	57.14	4	3	7
2011.11.16.	25.0	1	3	4
2011.11.17.	100.0	2	0	2
2011.11.18.	66.67	4	2	6
2011.11.19.	0.0	0	1	1
2011.11.20.	33.33	1	2	3
2011.11.21.	33.33	2	4	6
2011.11.22.	50.0	2	2	4
2011.11.23.	83.33	5	1	6
2011.11.24.	100.0	2	0	2
2011.11.25.	33.33	1	2	3
2011.11.26.	100.0	1	0	1
2011.11.27.	60.0	3	2	5
2011.11.28.	50.0	2	2	4
2011.11.29.	78.57	11	3	14
2011.11.30.	50.0	3	3	6
2011.12.01.	42.86	3	4	7
2011.12.02.	16.67	1	5	6
2011.12.03.	100.0	2	0	2
2011.12.04.	0.0	0	1	1
2011.12.05.	33.33	1	2	3
2011.12.07.	57.14	4	3	7
2011.12.08.	100.0	7	0	7
2011.12.09.	62.5	5	3	8
2011.12.11.	100.0	1	0	1
2011.12.12.	75.0	9	3	12
2011.12.13.	75.0	3	1	4
2011.12.14.	60.0	3	2	5
2011.12.15.	100.0	5	0	5
2011.12.16.	55.56	5	4	9
2011.12.17.	100.0	2	0	2
2011.12.18.	80.0	4	1	5
2011.12.19.	71.43	5	2	7
2011.12.20.	50.0	2	2	4
2011.12.21.	80.0	8	2	10
2011.12.22.	83.33	5	1	6
2011.12.23.	100.0	4	0	4
2011.12.24.	50.0	1	1	2
2011.12.25.	100.0	2	0	2
2011.12.26.	50.0	1	1	2
2011.12.27.	61.54	8	5	13
2011.12.28.	100.0	6	0	6
2011.12.29.	66.67	4	2	6
2011.12.30.	60.0	3	2	5
2011.12.31.	100.0	1	0	1
2012.01.01.	33.33	2	4	6
2012.01.02.	44.44	4	5	9
2012.01.03.	42.86	3	4	7
2012.01.04.	90.0	9	1	10
2012.01.05.	40.0	4	6	10
2012.01.06.	75.0	3	1	4
2012.01.08.	66.67	2	1	3
2012.01.09.	0.0	0	3	3
2012.01.10.	33.33	1	2	3
2012.01.11.	50.0	3	3	6
2012.01.12.	80.0	4	1	5
2012.01.13.	50.0	3	3	6
2012.01.15.	100.0	1	0	1
2012.01.16.	30.0	3	7	10
2012.01.17.	80.0	4	1	5
2012.01.18.	25.0	1	3	4
2012.01.19.	50.0	4	4	8
2012.01.20.	75.0	3	1	4
2012.01.21.	0.0	0	1	1
2012.01.23.	25.0	1	3	4
2012.01.24.	100.0	2	0	2
2012.01.25.	56.25	9	7	16
2012.01.26.	85.71	12	2	14
2012.01.27.	66.67	8	4	12
